PARCEL_ID,STREET,Current_Connection,COMACT,Wtr_Supp,,,,,,Oct_Cost_Num,April_Cost,Calc_Tot_Ann_Cost,Tot_Ann_Cost_num
1770111,CHEVAS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1770112,CHEVAS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1780055,CHIDSEY ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1810002,CLIFF DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1810004,CLIFF DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1810005,CLIFF DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1810006,CLIFF DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1810010,CLIFF DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1810013,CLIFF DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1810014,CLIFF DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1810017,CLIFF DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1810019,CLIFF DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1810020,CLIFF DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1810021,CLIFF DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1810024,CLIFF DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1810026,CLIFF DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1810034,CLIFF DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1810035,CLIFF DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1810037,CLIFF DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1810038,CLIFF DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1810040,CLIFF DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1810046,CLIFF DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1810050,CLIFF DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1830065,CLIMAX ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1830086,CLIMAX ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1830100,CLIMAX ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1830112,CLIMAX ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1830120,CLIMAX ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1830131,CLIMAX ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1830136,CLIMAX ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1940076,COUNTRY CLUB ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1940087,COUNTRY CLUB ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1940088,COUNTRY CLUB ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1940095,COUNTRY CLUB ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1940096,COUNTRY CLUB ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1940098,COUNTRY CLUB ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1940100,COUNTRY CLUB ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1940102,COUNTRY CLUB ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1940109,COUNTRY CLUB ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1940119,COUNTRY CLUB ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1940125,COUNTRY CLUB ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1940131,COUNTRY CLUB ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1940137,COUNTRY CLUB ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1940142,COUNTRY CLUB ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1940454,COUNTRY CLUB ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1940560,COUNTRY CLUB ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1940648,COUNTRY CLUB ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2010005,CURTIS LANE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2080038,DEER RUN,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2080088,DEER RUN,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2120004,DOGWOOD ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2190045,EDWARDS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2220010,EVERGREEN ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
5040005,FAR HILLS DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
5040006,FAR HILLS DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
5040018,FAR HILLS DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
5040023,FAR HILLS DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
5040026,FAR HILLS DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
5040029,FAR HILLS DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
5040034,FAR HILLS DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
5040035,FAR HILLS DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
5040042,FAR HILLS DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
5040043,FAR HILLS DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
5040050,FAR HILLS DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
5040051,FAR HILLS DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
5040056,FAR HILLS DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
5040057,FAR HILLS DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
5040064,FAR HILLS DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
5040065,FAR HILLS DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
5040070,FAR HILLS DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
5040071,FAR HILLS DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
5040076,FAR HILLS DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
5040077,FAR HILLS DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2250020,FERNWOOD ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2250040,FERNWOOD ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2290028,FOOTHILLS DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2290035,FOOTHILLS DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2290043,FOOTHILLS DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2350006,FRANCIS STREET,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2350012,FRANCIS STREET,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2350013,FRANCIS STREET,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2350015,FRANCIS STREET,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2350016,FRANCIS STREET,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2350020,FRANCIS STREET,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2350021,FRANCIS STREET,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2350024,FRANCIS STREET,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2350028,FRANCIS STREET,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2430005,GOODWILL TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2430007,GOODWILL TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2430008,GOODWILL TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2430009,GOODWILL TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2430014,GOODWILL TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2430015,GOODWILL TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2430017,GOODWILL TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2430018,GOODWILL TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2470009,GREENWOOD DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2740003,HILLCREST DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2740004,HILLCREST DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2740007,HILLCREST DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2740009,HILLCREST DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2740010,HILLCREST DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2740011,HILLCREST DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2740014,HILLCREST DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2740015,HILLCREST DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2740016,HILLCREST DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2740017,HILLCREST DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2740018,HILLCREST DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2740019,HILLCREST DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2740023,HILLCREST DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2740025,HILLCREST DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2810084,HUCKLEBERRY HILL RD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2810237,HUCKLEBERRY HILL RD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2810253,HUCKLEBERRY HILL RD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2810254,HUCKLEBERRY HILL RD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2810291,HUCKLEBERRY HILL RD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2810354,HUCKLEBERRY HILL RD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2810380,HUCKLEBERRY HILL RD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2810384,HUCKLEBERRY HILL RD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2810406,HUCKLEBERRY HILL RD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2820003,HUNTER ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2820008,HUNTER ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2820009,HUNTER ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2820016,HUNTER ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2820017,HUNTER ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2820027,HUNTER ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2820033,HUNTER ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2820039,HUNTER ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2850049,HURDLE FENCE DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2980019,LAKEVIEW BOULEVARD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2980045,LAKEVIEW BOULEVARD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
2980051,LAKEVIEW BOULEVARD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000010,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000011,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000014,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000015,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000018,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000019,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000024,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000031,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000032,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000035,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000036,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000038,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000040,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000043,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000044,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000048,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000056,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000057,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000060,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000061,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000064,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000072,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000073,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000078,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000082,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000083,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000086,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000095,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3000076,LAWRENCE AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3060492,LOVELY STREET,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3060500,LOVELY STREET,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3060619,LOVELY STREET,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3190009,MORAVIA ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3190018,MORAVIA ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3190019,MORAVIA ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3190024,MORAVIA ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3190027,MORAVIA ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3190034,MORAVIA ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3190035,MORAVIA ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3190042,MORAVIA ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3190054,MORAVIA ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3190055,MORAVIA ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3190062,MORAVIA ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3190070,MORAVIA ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3190071,MORAVIA ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3190079,MORAVIA ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3190080,MORAVIA ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3190087,MORAVIA ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3190095,MORAVIA ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3190103,MORAVIA ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3190104,MORAVIA ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3190111,MORAVIA ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3190112,MORAVIA ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3220037,MOUNTAIN ESTATES DR,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3220047,MOUNTAIN ESTATES DR,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3220056,MOUNTAIN ESTATES DR,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3240001,MOUNTAIN LEDGE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3240002,MOUNTAIN LEDGE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3240003,MOUNTAIN LEDGE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3240004,MOUNTAIN LEDGE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3240010,MOUNTAIN LEDGE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3240011,MOUNTAIN LEDGE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3240013,MOUNTAIN LEDGE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3240017,MOUNTAIN LEDGE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3240020,MOUNTAIN LEDGE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3250054,MOUNTAIN VIEW AVENUE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3360281,OLD FARMS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3370010,OLD KINGS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3370016,OLD KINGS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3370017,OLD KINGS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3370023,OLD KINGS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3370026,OLD KINGS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3370029,OLD KINGS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3370035,OLD KINGS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3370036,OLD KINGS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3370039,OLD KINGS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3370045,OLD KINGS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3370046,OLD KINGS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3410037,OLD WHEELER LANE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3410043,OLD WHEELER LANE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3410055,OLD WHEELER LANE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3410063,OLD WHEELER LANE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
