account,name,propaddr,servacctno,serviceaddr,custclass,LB Streetname,propaddrno,streetcode,ParcelID_text,ParcelID_num,
333016,0Avon Properties LLC,70 East Main St,675052,00675052Avon,COM, East Main St,70,214,2140070,2140070,
333017,0Maxamia,70 East Main St,675053,00675053Avon,COM, East Main St,70,214,2140070,2140070,
333601,"0Avon Properties, LLC",70 East Main St-,676420,BILLE00676420Avon,COM, East Main St-,70,214,2140070,2140070,
328557,0Avon Prop Holdings Llc,75 East Main St,670593,00670593Avon,COM, East Main St,75,214,2140075,2140075,
328558,"0PSM Enterprises, LLC",80 East Main St,670594,00670594Avon,COM, East Main St,80,214,2140080,2140080,
333018,0The Elephant Trail Rest.,85 East Main St,675054,00675054Avon,COM, East Main St,85,214,2140085,2140085,
328917,0United States Postal Service,15 Enford St,670953,00670953Avon,COM, Enford St,15,220,2200015,2200015,
329164,0Avon Town Center LLC,5 Ensign Dr,671200,00671200Avon,COM, Ensign Dr,5,221,2210005,2210005,
329165,0Avon Town Center LLC,5 Ensign Dr IRRIG,671201,00671201Avon,COM, Ensign Dr IRRIG,5,221,2210005,2210005,
333142,0Avon Town Center Llc,16 Ensign Dr,675178,00675178Avon,COM, Ensign Dr,16,221,2210016,2210016,
329171,0Avon Town Center Llc,31 Ensign Dr,671207,00671207Avon,COM, Ensign Dr,31,221,2210031,2210031,
329172,0Avon Town Center Llc - Irrig.,31 Ensign Dr,671208,00671208Avon,COM, Ensign Dr,31,221,2210031,2210031,
333550,"0HTA-80 Fisher, LLC #150416",80 Fischer Dr - B,676198,ILLED00676198Avon,COM, Fischer Dr - B,80,228,2280080,2280080,
333126,"0HTA-80 Fisher, LLC #150416",80 Fisher Dr -Med,675162,ical 00675162Avon,COM, Fisher Dr -Med,80,228,2280080,2280080,
333128,"0HCR Manorcare Prop LLC, Site 6",100 Fisher Dr,675164,00675164Avon,COM, Fisher Dr,100,228,2280100,2280100,
333129,"0Hcr Manorcare Prop Llc, Site",100 Fisher Dr,675165,00675165Avon,COM, Fisher Dr,100,228,2280100,2280100,
333132,0Farmington Academy Inc,150 Fisher Dr,675168,00675168Avon,COM, Fisher Dr,150,228,2280150,2280150,
333551,0Farmington Academy Inc,150 Fisher Dr - B,676203,ILLED00676203Avon,COM, Fisher Dr - B,150,228,2280150,2280150,
333134,0Apn Associates,200 Fisher Dr,675170,00675170Avon,COM, Fisher Dr,200,228,2280200,2280200,
332310,0Farmington Woods District,43 Heritage Dr -C,674346,lubho00674346Avon,COM, Heritage Dr -C,43,266,2660043,2660043,
332313,0Farmington Woods Master Assoc,46 Heritage Dr,674349,00674349Avon,COM, Heritage Dr,46,266,2660046,2660046,
285428,0John Lord,114 Huckleberry H,74939,l B  00074939Avon,COM, Huckleberry H,114,281,2810114,2810114,
329392,0Hunters Run Tax District,1 Huntington Glen,671428,Club00671428Avon,COM, Huntington Glen,1,284,2840001,2840001,
333076,0Dattco Inc.,20 Industrial Dri,675112,ve   00675112Avon,COM, Industrial Dri,20,287,2870020,2870020,
333068,0Specialty Transportation Inc.,21 Industrial Dri,675104,ve   00675104Avon,COM, Industrial Dri,21,287,2870021,2870021,
333069,"0Avon Business Park, LLC",21 Industrial Dri,675105,ve   00675105Avon,COM, Industrial Dri,21,287,2870021,2870021,
333123,0FV JC-ES Memorial Park,50 Mountain View,675159,Ave  00675159Avon,COM, Mountain View,50,325,3250050,3250050,
328743,0Connemara Court Alsop,27 Nod Rd,670779,00670779Avon,COM, Nod Rd,27,329,3290027,3290027,
333022,"0Connemara Court, Llc",35 Nod Rd,675058,00675058Avon,COM, Nod Rd,35,329,3290035,3290035,
333024,0Connemara Court,45 Nod Rd,675060,00675060Avon,COM, Nod Rd,45,329,3290045,3290045,
333555,0Connemara Court LLC,45 Nod Rd - BILLE,676227,D ACC00676227Avon,COM, Nod Rd - BILLE,45,329,3290045,3290045,
333027,0Nod Properties LLC,55 Nod Rd,675063,00675063Avon,COM, Nod Rd,55,329,3290055,3290055,
333690,0Nod Properties Llc,55 Nod Rd BILLED,676771,00676771Avon,COM, Nod Rd BILLED,55,329,3290055,3290055,
328745,0Blue Fox Run - Clubhouse,65 Nod Rd,670781,00670781Avon,COM, Nod Rd,65,329,3290065,3290065,
333623,0Blue Fox Run - Maint Barn,65 Nod Rd BILLED,676494,00676494Avon,COM, Nod Rd BILLED,65,329,3290065,3290065,
328768,0Stephen Brighenti,6 Old Farms Rd,670804,00670804Avon,COM, Old Farms Rd,6,336,3360006,3360006,
328770,0Stephen Brighenti,14 Old Farms Rd,670806,00670806Avon,COM, Old Farms Rd,14,336,3360014,3360014,
328777,0Pr.thomas Savoy Soc.,26 Old Farms Rd,670813,00670813Avon,COM, Old Farms Rd,26,336,3360026,3360026,
328780,0Pr.thomas Savoy Soc.,32 Old Farms Rd,670816,00670816Avon,COM, Old Farms Rd,32,336,3360032,3360032,
333071,0Jennifer Centofanti,174 Old Farms Rd,675107,00675107Avon,COM, Old Farms Rd,174,336,3360174,3360174,
328810,0Avon Self-Storage,190 Old Farms Rd,670846,00670846Avon,COM, Old Farms Rd,190,336,3360190,3360190,
328839,0My Dog's Daycare Llc,18 Sandscreen Rd,670875,00670875Avon,COM, Sandscreen Rd,18,382,3820018,3820018,
328840,0Car Biz,19 Sandscreen Rd,670876,00670876Avon,COM, Sandscreen Rd,19,382,3820019,3820019,
328841,0Sanford & Hawley,30 Sandscreen Rd,670877,00670877Avon,COM, Sandscreen Rd,30,382,3820030,3820030,
328850,0Ronald Barnett,41 Sandscreen Rd,670886,00670886Avon,COM, Sandscreen Rd,41,382,3820041,3820041,
328851,0General Dynamics,65 Sandscreen Rd,670887,00670887Avon,COM, Sandscreen Rd,65,382,3820065,3820065,
333311,0Brightview Of Avon,220 Scoville Rd,675347,00675347Avon,COM, Scoville Rd,220,388,3880220,3880220,
333153,0CREC Academy of the Arts,20 Security Dr,675189,00675189Avon,COM, Security Dr,20,390,3900020,3900020,
333154,0CREC Academy of the Arts,20 Security Dr,675190,00675190Avon,COM, Security Dr,20,390,3900020,3900020,
333160,0Norwich Commercial Grp Inc,38 Security Dr,675196,00675196Avon,COM, Security Dr,38,390,3900038,3900038,
333554,0Norwich Commercial Group Inc,38 Security Dr -,676222,BILLE00676222Avon,COM, Security Dr -,38,390,3900038,3900038,
328533,"0Two Simsbury Rd, Llc",2 Simsbury Rd,670569,00670569Avon,COM, Simsbury Rd,2,397,3970002,3970002,
333085,0Residence Inn Marriott,55 Simsbury Rd,675121,00675121Avon,COM, Simsbury Rd,55,397,3970055,3970055,
333086,0Residence Inn Marriott,55 Simsbury Rd,675122,00675122Avon,COM, Simsbury Rd,55,397,3970055,3970055,
333752,0Residence Inn Marriott,55 Simsbury Rd BI,676906,LLED 00676906Avon,COM, Simsbury Rd BI,55,397,3970055,3970055,
333089,0Healthtrax - Avon,100 Simsbury Rd,675125,00675125Avon,COM, Simsbury Rd,100,397,3970100,3970100,
333090,0Commercial Prop Adv Llc,100 Simsbury Rd,675126,00675126Avon,COM, Simsbury Rd,100,397,3970100,3970100,
333754,0Brighenti Family Wellness,100 Simsbury Rd B,676914,ILLED00676914Avon,COM, Simsbury Rd B,100,397,3970100,3970100,
329176,0Northwest Community Bank,101 Simsbury Rd,671212,00671212Avon,COM, Simsbury Rd,101,397,3970101,3970101,
329177,0Avon Office Commons Assoc.,111 Simsbury Rd,671213,00671213Avon,COM, Simsbury Rd,111,397,3970111,3970111,
333093,0The Residence At Brookside,117 Simsbury Rd,675129,00675129Avon,COM, Simsbury Rd,117,397,3970117,3970117,
333556,0The Residence At Brookside,117 Simsbury Rd -,676236,BILL00676236Avon,COM, Simsbury Rd -,117,397,3970117,3970117,
329178,0Commercial Prop Adv Llc,120 Simsbury Rd,671214,00671214Avon,COM, Simsbury Rd,120,397,3970120,3970120,
333095,0Commercial Prop Adv Llc,120 Simsbury Rd,675131,00675131Avon,COM, Simsbury Rd,120,397,3970120,3970120,
329179,0Body Over Bike,136 Simsbury Rd,671215,00671215Avon,COM, Simsbury Rd,136,397,3970136,3970136,
329180,0The Complete Actor,136 Simsbury Rd,671216,00671216Avon,COM, Simsbury Rd,136,397,3970136,3970136,
329181,0Riverdale Farms (bld 4),136 Simsbury Rd,671217,00671217Avon,COM, Simsbury Rd,136,397,3970136,3970136,
329183,0Saren Cassotto Photography,136 Simsbury Rd,671219,00671219Avon,COM, Simsbury Rd,136,397,3970136,3970136,
329185,0Burati Travel Inc.,136 Simsbury Rd,671221,00671221Avon,COM, Simsbury Rd,136,397,3970136,3970136,
329186,0Ekkalak Thai Cuisine,136 Simsbury Rd,671222,00671222Avon,COM, Simsbury Rd,136,397,3970136,3970136,
329187,0Toshi Japanese Restaurant,136 Simsbury Rd,671223,00671223Avon,COM, Simsbury Rd,136,397,3970136,3970136,
329188,0Avon Country Deli LLC,136 Simsbury Rd,671224,00671224Avon,COM, Simsbury Rd,136,397,3970136,3970136,
329189,0Riverdale Farms (bld 14 Apt.),136 Simsbury Rd,671225,00671225Avon,COM, Simsbury Rd,136,397,3970136,3970136,
329190,0Riverdale Farms,136 Simsbury Rd,671226,00671226Avon,COM, Simsbury Rd,136,397,3970136,3970136,
329191,0Riverdale Farms,136 Simsbury Rd,671227,00671227Avon,COM, Simsbury Rd,136,397,3970136,3970136,
329192,0I Devices Llc,136 Simsbury Rd,671228,00671228Avon,COM, Simsbury Rd,136,397,3970136,3970136,
329193,0Riverdale Farms (Bakery),136 Simsbury Rd,671229,00671229Avon,COM, Simsbury Rd,136,397,3970136,3970136,
329194,0Riverdale Farms-irr #14,136 Simsbury Rd,671230,00671230Avon,COM, Simsbury Rd,136,397,3970136,3970136,
329195,0I Devices LLC,136 Simsbury Rd,671231,00671231Avon,COM, Simsbury Rd,136,397,3970136,3970136,
329196,0The Fresh Monkee,136 Simsbury Rd,671232,00671232Avon,COM, Simsbury Rd,136,397,3970136,3970136,
333097,0Riverdale Farms IR #6,136 Simsbury Rd,675133,00675133Avon,COM, Simsbury Rd,136,397,3970136,3970136,
329182,0Simply Eventful LLC,136 Simsbury Rd,671218,Hairl00671218Avon,COM, Simsbury Rd,136,397,3970136,3970136,
329197,0Riverdale Farms,138 Simsbury Rd,671233,00671233Avon,COM, Simsbury Rd,138,397,3970138,3970138,
329198,0The Lime Bar,138 Simsbury Rd,671234,00671234Avon,COM, Simsbury Rd,138,397,3970138,3970138,
329199,0New Eng Guild Wealth Adv.,139 Simsbury Rd,671235,00671235Avon,COM, Simsbury Rd,139,397,3970139,3970139,
329200,0Educational Playcare,140 Simsbury Rd,671236,00671236Avon,COM, Simsbury Rd,140,397,3970140,3970140,
333098,0Riverdale Farms (irr#3),140 Simsbury Rd,675134,00675134Avon,COM, Simsbury Rd,140,397,3970140,3970140,
329203,0Avon Clock & Lighting,144 Simsbury Rd,671239,00671239Avon,COM, Simsbury Rd,144,397,3970144,3970144,
329204,0Educational Playcare #7,144 Simsbury Rd,671240,00671240Avon,COM, Simsbury Rd,144,397,3970144,3970144,
329201,0147 Associates,145 Simsbury Rd,671237,00671237Avon,COM, Simsbury Rd,145,397,3970145,3970145,
329202,0Avon Wines & Spirits,146 Simsbury Rd,671238,00671238Avon,COM, Simsbury Rd,146,397,3970146,3970146,
329205,0Avon Clock & Lighting,146 Simsbury Rd,671241,00671241Avon,COM, Simsbury Rd,146,397,3970146,3970146,
333099,0Riverdale Farms,146 Simsbury Rd,675135,00675135Avon,COM, Simsbury Rd,146,397,3970146,3970146,
333100,0Educational Playcare  #7,146 Simsbury Rd,675136,00675136Avon,COM, Simsbury Rd,146,397,3970146,3970146,
329206,0Riverdale Farms (Foresight),152 Simsbury Rd,671242,00671242Avon,COM, Simsbury Rd,152,397,3970152,3970152,
329207,0Riverdale Farms (offices),152 Simsbury Rd,671243,00671243Avon,COM, Simsbury Rd,152,397,3970152,3970152,
329209,0Riverdale Farms,152 Simsbury Rd,671245,00671245Avon,COM, Simsbury Rd,152,397,3970152,3970152,
329210,0Shear Artistry (#9),152 Simsbury Rd,671246,00671246Avon,COM, Simsbury Rd,152,397,3970152,3970152,
329211,0Educational Playcare #8,152 Simsbury Rd,671247,00671247Avon,COM, Simsbury Rd,152,397,3970152,3970152,
329212,0Shear Artistry (#9),152 Simsbury Rd,671248,00671248Avon,COM, Simsbury Rd,152,397,3970152,3970152,
329213,0Riverdale Farms -(#9 Irr),152 Simsbury Rd,671249,00671249Avon,COM, Simsbury Rd,152,397,3970152,3970152,
329214,0Educational Playcare #19,152 Simsbury Rd,671250,00671250Avon,COM, Simsbury Rd,152,397,3970152,3970152,
329215,0Riverdale Farms (#19 Irr),152 Simsbury Rd,671251,00671251Avon,COM, Simsbury Rd,152,397,3970152,3970152,
329216,0Koster Family Chiropractic,152 Simsbury Rd,671252,00671252Avon,COM, Simsbury Rd,152,397,3970152,3970152,
329208,0Riverdale Farms,152 Simsbury Rd B,671244,athro00671244Avon,COM, Simsbury Rd B,152,397,3970152,3970152,
333144,0ENE Realty Assoc,10 Tower Lane The,675180,Offi00675180Avon,COM, Tower Lane The,10,437,4370010,4370010,
333145,"0ENE Realty Assoc., Llc",20 Tower Lane CGF,675181,M Tow00675181Avon,COM, Tower Lane CGF,20,437,4370020,4370020,
333146,0ENE Realty Assoc LLC,30 Tower Lane The,675182,Offi00675182Avon,COM, Tower Lane The,30,437,4370030,4370030,
333147,"0Apogee Properties, LLC",35 Tower Lane,675183,00675183Avon,COM, Tower Lane,35,437,4370035,4370035,
333148,040 Tower Lane Associates,40 Tower Lane,675184,00675184Avon,COM, Tower Lane,40,437,4370040,4370040,
328559,"0Secure Financial Properties,",7 Towpath Lane,670595,00670595Avon,COM, Towpath Lane,7,438,4380007,4380007,
328736,"0La Falce, Campbell & Robin Inc",3 Waterville Rd,670772,00670772Avon,COM, Waterville Rd,3,450,4500003,4500003,
328737,0Botanicals Day Spa,9 Waterville Rd,670773,00670773Avon,COM, Waterville Rd,9,450,4500009,4500009,
328738,0Mars 44 Acquisition LLC,15 Waterville Rd,670774,00670774Avon,COM, Waterville Rd,15,450,4500015,4500015,
333749,0Sweetland Realty LLC,22 Waterville Rd,676898,BILLE00676898Avon,COM, Waterville Rd,22,450,4500022,4500022,
333037,0Sweetland Realty LLC,22 Waterville Rd,675073,00675073Avon,COM, Waterville Rd,22,450,4500022,4500022,
328739,0Twenty Nine Waterville LLC,29 Waterville Rd,670775,00670775Avon,COM, Waterville Rd,29,450,4500029,4500029,
328740,0Connecticut Eye Center,35 Waterville Rd,670776,00670776Avon,COM, Waterville Rd,35,450,4500035,4500035,
328742,0Path LLC,40 Waterville Rd,670778,00670778Avon,COM, Waterville Rd,40,450,4500040,4500040,
333039,0Capitol Reg Educ Council,59 Waterville Rd,675075,00675075Avon,COM, Waterville Rd,59,450,4500059,4500059,
333272,0Petco Animal Supply #1813,9 West Avon Rd,675308,00675308Avon,COM, West Avon Rd,9,452,4520009,4520009,
328606,"0Dr.Timothy Owens, LLC",12 West Avon Rd,670642,00670642Avon,COM, West Avon Rd,12,452,4520012,4520012,
333275,"0Simsbury Turnpike Realty, LLC",15 West Avon Rd,675311,00675311Avon,COM, West Avon Rd,15,452,4520015,4520015,
333560,0Puerto Vallarta Resturant,15 West Avon Rd -,676258,BILL00676258Avon,COM, West Avon Rd -,15,452,4520015,4520015,
328607,0Sunny Sky Realty LLC,18 West Avon Rd,670643,00670643Avon,COM, West Avon Rd,18,452,4520018,4520018,
328608,0Avon Dental Group,20 West Avon Rd,670644,00670644Avon,COM, West Avon Rd,20,452,4520020,4520020,
328609,"0Pooh's Corner Realty, LLC",40 West Avon Rd,670645,00670645Avon,COM, West Avon Rd,40,452,4520040,4520040,
333277,0Dr. Nicholas Labbadia,46 West Avon Rd,675313,00675313Avon,COM, West Avon Rd,46,452,4520046,4520046,
333303,0Westmed Professional Building,54 West Avon Rd,675339,00675339Avon,COM, West Avon Rd,54,452,4520054,4520054,
328610,0Appletree Learning Center,84 West Avon Rd,670646,00670646Avon,COM, West Avon Rd,84,452,4520084,4520084,
329955,0Brighenti Enterprises,395 West Avon Rd,671991,00671991Avon,COM, West Avon Rd,395,452,4520395,4520395,
329952,"0Your Corner Store, LLC",395 West Avon Rd,671988,00671988Avon,COM, West Avon Rd,395,452,4520395,4520395,
329953,0Brighenti Enterprises,395 West Avon Rd,671989,00671989Avon,COM, West Avon Rd,395,452,4520395,4520395,
329954,0Luke's Donut Shop,395 West Avon Rd,671990,00671990Avon,COM, West Avon Rd,395,452,4520395,4520395,
329956,0Sharing The Light Wholistic Ct,395 West Avon Rd,671992,00671992Avon,COM, West Avon Rd,395,452,4520395,4520395,
329957,0Brighenti Enterprises,395 West Avon Rd,671993,00671993Avon,COM, West Avon Rd,395,452,4520395,4520395,
330212,0Carmon & Company LLC,412 West Avon Rd,672248,Hair 00672248Avon,COM, West Avon Rd,412,452,4520412,4520412,
330213,0Farmington Savings Bank,427 West Avon Rd,672249,00672249Avon,COM, West Avon Rd,427,452,4520427,4520427,
330215,0Icon Salon,427 West Avon Rd,672251,00672251Avon,COM, West Avon Rd,427,452,4520427,4520427,
330216,0Lux Nails & Spa,427 West Avon Rd,672252,00672252Avon,COM, West Avon Rd,427,452,4520427,4520427,
330217,0Cheers2u,427 West Avon Rd,672253,00672253Avon,COM, West Avon Rd,427,452,4520427,4520427,
330218,"0Pizzeria Davinci, Llc",427 West Avon Rd,672254,00672254Avon,COM, West Avon Rd,427,452,4520427,4520427,
330214,0West Avon LLC,427 West Avon Rd,672250,Irrig00672250Avon,COM, West Avon Rd,427,452,4520427,4520427,
