"LIST ","DATE      ","TIME    ","TYPE","AMT1                            ","INT1                            ","AMT2                            ","INT2                            ","LIEN                            ","FEES                            ","DESC                    ","CERT#  ","SEQ    ","AGROSS                        ","BATCH","YR  " 
"00010","06-21-2022","        ","P ",                         2256.57,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     36,                             0,"0365","2021" 
"00010","11-07-2022","        ","P ",                            0.00,                            0.00,                         2256.57,                            0.00,                            0.00,                            0.00,"BOTH PAYMENTS           ",      0,     43,                             0,"0207","2021" 
"00011","07-11-2022","        ","P ",                           33.75,                            0.00,                           33.74,                            0.00,                            0.00,                            0.00,"BOTH PAYMENTS           ",      0,    106,                             0,"0012","2021" 
"00012","07-20-2022","        ","P ",                        40605.67,                            0.00,                        40605.66,                            0.00,                            0.00,                            0.00,"BOTH PAYMENTS           ",      0,    109,                             0,"0035","2021" 
"00013","07-26-2022","        ","P ",                         3356.65,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2021" 
"00013","02-01-2023","        ","P ",                            0.00,                            0.00,                         3356.65,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0352","2021" 
"00014","07-22-2022","        ","P ",                        12750.50,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     72,                             0,"0042","2021" 
"00014","01-05-2023","        ","P ",                            0.00,                            0.00,                        12750.49,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    112,                             0,"0285","2021" 
"00015","07-13-2022","        ","P ",                         1778.09,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"LOCKBOX                 ",      0,      1,                             0,"0018","2021" 
"00015","01-30-2023","        ","P ",                            0.00,                            0.00,                         1778.09,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"00016","06-24-2022","        ","P ",                         3771.28,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    136,                             0,"0369","2021" 
"00016","12-02-2022","        ","P ",                            0.00,                            0.00,                         3771.28,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     41,                             0,"0240","2021" 
"00017","07-22-2022","        ","P ",                         3340.91,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00017","01-03-2023","        ","P ",                            0.00,                            0.00,                         3340.90,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0294","2021" 
"00018","07-25-2022","        ","P ",                        10665.42,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0046","2021" 
"00018","01-10-2023","        ","P ",                            0.00,                            0.00,                        10665.42,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     25,                             0,"0297","2021" 
"00019","03-18-2022","        ","A ",                         -162.32,                            0.00,                         -162.32,                            0.00,                            0.00,                            0.00,"WORK NOT PERFORMED      ",    551,   9877,                         -9380,"0000","2021" 
"00019","07-06-2022","        ","P ",                         4561.77,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0003","2021" 
"00019","12-20-2022","        ","P ",                            0.00,                            0.00,                         4561.77,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0263","2021" 
"00020","07-22-2022","        ","P ",                         4757.84,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00020","01-30-2023","        ","P ",                            0.00,                            0.00,                         4757.83,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"00021","07-06-2022","        ","P ",                       142211.02,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    187,                             0,"0001","2021" 
"00021","01-11-2023","        ","P ",                            0.00,                            0.00,                       142211.02,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,      4,                             0,"0305","2021" 
"00022","07-22-2022","        ","P ",                         3742.38,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00022","01-30-2023","        ","P ",                            0.00,                            0.00,                         3742.38,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"00023","07-22-2022","        ","P ",                         8017.41,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00023","01-30-2023","        ","P ",                            0.00,                            0.00,                         8017.40,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"00024","07-28-2022","        ","P ",                         5332.02,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0055","2021" 
"00024","12-30-2022","        ","P ",                            0.00,                            0.00,                         5332.01,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0290","2021" 
"00025","07-22-2022","        ","P ",                         3636.30,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00025","01-30-2023","        ","P ",                            0.00,                            0.00,                         3636.30,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"00026","07-18-2022","        ","P ",                         9152.44,                            0.00,                         9152.44,                            0.00,                            0.00,                            0.00,"BOTH PAYMENTS           ",      0,    108,                             0,"0029","2021" 
"00027","07-11-2022","        ","P ",                         3417.39,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     73,                             0,"0012","2021" 
"00027","01-03-2023","        ","P ",                            0.00,                            0.00,                         3417.39,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,      2,                             0,"0281","2021" 
"00028","06-06-2022","        ","A ",                         -520.00,                            0.00,                         -520.00,                            0.00,                            0.00,                            0.00,"HOMEOWNER BENEFIT       ",      0,      0,                             0,"0000","2021" 
"00028","07-18-2022","        ","P ",                         3305.10,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     36,                             0,"0028","2021" 
"00028","01-09-2023","        ","P ",                            0.00,                            0.00,                         3305.09,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    105,                             0,"0296","2021" 
"00029","07-22-2022","        ","P ",                         3519.67,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00029","01-03-2023","        ","P ",                            0.00,                            0.00,                         3519.66,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0294","2021" 
"00030","07-21-2022","        ","P ",                         5435.16,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     69,                             0,"0040","2021" 
"00030","12-08-2022","        ","P ",                            0.00,                            0.00,                         5435.15,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     52,                             0,"0249","2021" 
"00031","07-22-2022","        ","P ",                         4626.32,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00031","01-30-2023","        ","P ",                            0.00,                            0.00,                         4626.32,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"00032","07-31-2022","        ","P ",                        13930.53,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,      9,                             0,"0071","2021" 
"00032","01-31-2023","        ","P ",                            0.00,                            0.00,                        13930.52,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     27,                             0,"0355","2021" 
"00033","07-25-2022","        ","P ",                         2509.05,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     31,                             0,"0062","2021" 
"00033","01-31-2023","        ","P ",                            0.00,                            0.00,                         2509.05,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     27,                             0,"0355","2021" 
"00035","07-15-2022","        ","P ",                         9165.25,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"LOCKBOX                 ",      0,      1,                             0,"0023","2021" 
"00035","01-09-2023","        ","P ",                            0.00,                            0.00,                         9165.24,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    130,                             0,"0296","2021" 
"00036","07-31-2022","        ","P ",                         9611.72,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0075","2021" 
"00036","01-31-2023","        ","P ",                            0.00,                            0.00,                         9611.71,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0356","2021" 
"00037","07-22-2022","        ","P ",                         2710.14,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00037","01-30-2023","        ","P ",                            0.00,                            0.00,                         2710.13,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"00038","07-22-2022","        ","P ",                         2880.94,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00038","01-30-2023","        ","P ",                            0.00,                            0.00,                         2880.93,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"00039","07-28-2022","        ","P ",                         4866.69,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0055","2021" 
"00039","01-26-2023","        ","P ",                            0.00,                            0.00,                         4866.68,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0337","2021" 
"00040","07-21-2022","        ","P ",                         4115.13,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"LOCKBOX                 ",      0,      1,                             0,"0038","2021" 
"00040","02-13-2023","        ","P ",                            0.00,                            0.00,                         4115.13,                            0.00,                            0.00,                            0.00,"BOTH PAYMENTS           ",      0,      6,                             0,"0371","2021" 
"00041","07-22-2022","        ","P ",                         6713.82,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00041","01-03-2023","        ","P ",                            0.00,                            0.00,                         6713.82,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0294","2021" 
"00042","07-26-2022","        ","P ",                         2916.76,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2021" 
"00042","02-01-2023","        ","P ",                            0.00,                            0.00,                         2916.76,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0352","2021" 
"00043","07-22-2022","        ","P ",                         8501.60,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00043","01-30-2023","        ","P ",                            0.00,                            0.00,                         8501.60,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"00044","07-22-2022","        ","P ",                         7170.33,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00044","01-30-2023","        ","P ",                            0.00,                            0.00,                         7170.32,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"00045","07-26-2022","        ","P ",                         5251.20,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2021" 
"00045","02-01-2023","        ","P ",                            0.00,                            0.00,                         5251.20,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0352","2021" 
"00046","07-22-2022","        ","P ",                         9148.98,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00046","01-30-2023","        ","P ",                            0.00,                            0.00,                         9148.98,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"00047","07-22-2022","        ","P ",                        14994.27,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00047","01-30-2023","        ","P ",                            0.00,                            0.00,                        14994.26,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"00048","07-22-2022","        ","P ",                         3355.96,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00048","01-03-2023","        ","P ",                            0.00,                            0.00,                         3355.96,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0294","2021" 
"00049","07-28-2022","        ","P ",                         4439.25,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     53,                             0,"0059","2021" 
"00049","01-25-2023","        ","P ",                            0.00,                            0.00,                         4439.25,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    113,                             0,"0336","2021" 
"00050","07-11-2022","        ","P ",                         3313.56,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     33,                             0,"0012","2021" 
"00050","12-14-2022","        ","P ",                            0.00,                            0.00,                         3313.56,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,      1,                             0,"0255","2021" 
"00051","07-22-2022","        ","P ",                         3779.24,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00051","01-03-2023","        ","P ",                            0.00,                            0.00,                         3779.24,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0294","2021" 
"00052","07-22-2022","        ","P ",                         4941.45,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00052","01-03-2023","        ","P ",                            0.00,                            0.00,                         4941.44,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0294","2021" 
"00053","07-29-2022","        ","P ",                         6580.06,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     80,                             0,"0065","2021" 
"00053","01-24-2023","        ","P ",                            0.00,                            0.00,                         6580.05,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     75,                             0,"0327","2021" 
"00054","07-25-2022","        ","P ",                         3759.51,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"LOCKBOX                 ",      0,      1,                             0,"0047","2021" 
"00054","12-05-2022","        ","P ",                            0.00,                            0.00,                         3759.51,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0243","2021" 
"00055","07-26-2022","        ","P ",                         6562.40,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2021" 
"00055","02-01-2023","        ","P ",                            0.00,                            0.00,                         6562.40,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0352","2021" 
"00056","07-18-2022","        ","P ",                         4194.73,                            0.00,                         4194.73,                            0.00,                            0.00,                            0.00,"BOTH PAYMENTS           ",      0,    153,                             0,"0029","2021" 
"00057","07-31-2022","        ","P ",                         5185.79,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"LOCKBOX                 ",      0,      1,                             0,"0067","2021" 
"00057","12-06-2022","        ","P ",                            0.00,                            0.00,                         5185.79,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     23,                             0,"0245","2021" 
"00058","07-06-2022","        ","P ",                         3738.23,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0003","2021" 
"00058","12-29-2022","        ","P ",                            0.00,                            0.00,                         3738.22,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0275","2021" 
"00060","07-15-2022","        ","P ",                         5738.34,                            0.00,                         5738.34,                            0.00,                            0.00,                            0.00,"LOCKBOX                 ",      0,      1,                             0,"0023","2021" 
"00061","07-22-2022","        ","P ",                         5346.21,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00061","01-30-2023","        ","P ",                            0.00,                            0.00,                         5346.20,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"00062","07-22-2022","        ","P ",                         7731.18,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00062","01-30-2023","        ","P ",                            0.00,                            0.00,                         7731.18,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"00063","07-22-2022","        ","P ",                         5101.69,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00063","01-03-2023","        ","P ",                            0.00,                            0.00,                         5101.68,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0294","2021" 
"00064","07-22-2022","        ","P ",                         5176.97,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00064","01-30-2023","        ","P ",                            0.00,                            0.00,                         5176.96,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"00065","06-06-2022","        ","A ",                         -350.00,                            0.00,                         -350.00,                            0.00,                            0.00,                            0.00,"HOMEOWNER BENEFIT       ",      0,      0,                             0,"0000","2021" 
"00065","07-31-2022","        ","P ",                         3500.19,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     23,                             0,"0070","2021" 
"00065","01-25-2023","        ","P ",                            0.00,                            0.00,                         3500.19,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    101,                             0,"0336","2021" 
"00066","07-22-2022","        ","P ",                         7664.21,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00066","01-30-2023","        ","P ",                            0.00,                            0.00,                         7664.21,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"00067","07-22-2022","        ","P ",                         5399.51,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00067","01-30-2023","        ","P ",                            0.00,                            0.00,                         5399.50,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"00068","07-22-2022","        ","P ",                         1740.71,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00068","01-03-2023","        ","P ",                            0.00,                            0.00,                         1740.71,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0294","2021" 
"00069","07-22-2022","        ","P ",                         5052.02,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00069","01-30-2023","        ","P ",                            0.00,                            0.00,                         5052.02,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"00070","07-22-2022","        ","P ",                         8173.33,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00070","01-30-2023","        ","P ",                            0.00,                            0.00,                         8173.32,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"00071","07-22-2022","        ","P ",                         4106.31,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"00071","01-05-2023","        ","P ",                            0.00,                            0.00,                         4106.30,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,      4,                             0,"0286","2021" 
"00072","07-31-2022","        ","P ",                         6821.11,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"LOCKBOX                 ",      0,      1,                             0,"0076","2021" 
"00072","01-30-2023","        ","P ",                            0.00,                            0.00,                         6821.11,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0353","2021" 
