"PROP   ","CARD#","_ACODE","_BCODE","_CCODE","_DCODE","_ECODE","_FCODE","_GCODE","_HCODE","_ICODE","_JCODE","_KCODE","_LCODE","_MCODE","_NCODE","_OCODE","_PCODE","_QCODE","_RCODE","PRISH                          ","BLDYR","RMDYR","EFYRBLD","CONSTR","B1PER                           ","B1USE","B2PER                           ","B2USE","F1PER                           ","F1USE","F2PER                           ","F2USE","S1PER                           ","S1USE","S2PER                           ","S2USE","T1PER                           ","T1USE","T2PER                           ","T2USE","U1PER                           ","U1USE","U2PER                           ","U2USE","B1PRADJ                         ","B2PRADJ                         ","F1PRADJ                         ","F2PRADJ                         ","S1PRADJ                         ","S2PRADJ                         ","T1PRADJ                         ","T2PRADJ                         ","U1PRADJ                         ","U2PRADJ                         ","B1VALUE                       ","B2VALUE                       ","F1VALUE                       ","F2VALUE                       ","S1VALUE                       ","S2VALUE                       ","T1VALUE                       ","T2VALUE                       ","U1VALUE                       ","U2VALUE                       ","1OCODE","1OSIZE                        ","1OQTY                         ","1OVAL                         ","2OCODE","2OSIZE                        ","2OQTY                         ","2OVAL                         ","3OCODE","3OSIZE                        ","3OQTY                         ","3OVAL                         ","4OCODE","4OSIZE                        ","4OQTY                         ","4OVAL                         ","5OCODE","5OSIZE                        ","5OQTY                         ","5OVAL                         ","MAIN_AREA                     ","AT_AREA                       ","MAIN_VALUE                    ","BSMT_VALUE                    ","HEAT_VALUE                    ","PLUMB_VALUE                   ","AT_VALUE                      ","T_OTHER_VALUE                 ","C_D_FACTOR                      ","CDU","DEPREC                        ","LIV_VALUE                     ","CAR_VALUE                     ","BEDRM_VALUE                   ","BATH_VALUE                    ","GRADE_VALUE                   ","LAND_VALUE                    ","POOL_VALUE                    ","TENNIS_VALUE                  ","SHED_VALUE                    ","MADJ_VALUE                    ","MREASON                               ","CONDO_STYLE","TSEQ                          ","DLC        " 
"1162070","01","55","03","01","02","01","02","02","02","02","02","  ","  ","  ","  ","01","06","06","  ",                               ,"    ","    ","    "," ",                           50.00,"84",                                ,"  ",                                ,"  ",                                ,"  ",                          100.00,"55",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           20.00,                                ,                                ,                                ,                          115.00,                                ,                                ,                                ,                                ,                                ,                         50000,                              ,                              ,                              ,                        575000,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          5000,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          4314,"04-Oct-2013" 
"1162090","01","55","03","01","02","01","02","02","02","02","01","  ","  ","01","01","01","05","05","05",                               ,"1989","    ","    "," ",                           25.00,"91",                           25.00,"55",                                ,"  ",                                ,"  ",                          100.00,"55",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           20.00,                           20.00,                                ,                                ,                          115.00,                                ,                                ,                                ,                                ,                                ,                         25000,                         25000,                              ,                              ,                        575000,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          5000,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          3480,"24-May-2012" 
"1170279","01","21","04","01","01","01","02","02","01","02","02","47","  ","  ","  ","01","05","05","05",                               ,"1957","    ","    "," ",                           16.00,"86",                                ,"  ",                          100.00,"21",                                ,"  ",                           58.00,"21",                                ,"  ",                           45.00,"21",                                ,"  ",                                ,"  ",                                ,"  ",                           33.23,                                ,                          116.44,                                ,                           93.15,                                ,                           93.15,                                ,                                ,                                ,                        212040,                              ,                       4644090,                              ,                       2154840,                              ,                       1671860,                              ,                              ,                              ,"EL1 ",                              ,                             1,                         50000,"    ",                              ,                              ,                              ,"CP7 ",                          4238,                              ,                         94300,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         39884,                              ,                       2559870,                       1791910,                              ,                              ,                              ,                              ,                            1.00,"  ",                            80,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          6230,"09-Sep-2022" 
"1170279","02","21","04","01","01","01","02","02","08","03","02","33","  ","  ","  ","03","04","04","04",                               ,"1957","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"21",                                ,"  ",                          100.00,"21",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          116.44,                                ,                           93.15,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        978100,                              ,                        782460,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          8400,                              ,                        570420,                        399290,                              ,                              ,                              ,                              ,                            1.00,"  ",                            70,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          6233,"09-Sep-2022" 
"1170280","01","31","01","01","01","01","02","02","02","02","01","50","  ","02","02","01","05","05","05",                               ,"1747","    ","    "," ",                           40.00,"86",                                ,"  ",                          100.00,"31",                                ,"  ",                           12.00,"31",                            8.00,"86",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           29.91,                                ,                          107.89,                                ,                           86.31,                           31.91,                                ,                                ,                                ,                                ,                        210720,                              ,                       1900270,                              ,                        182460,                         44960,                              ,                              ,                              ,                              ,"CP7 ",                           886,                              ,                         19710,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         17613,                              ,                       1644789,                       1151352,                              ,                              ,                              ,                              ,                            1.00,"  ",                            55,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5486,"18-Oct-2018" 
"1220009","01","34","01","01","01","05","02","02","02","02","01","33","99","99","  ","01","05","05","05",                               ,"1984","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           84.38,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        253140,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          3000,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            20,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          1176,"17-Dec-2003" 
"1220009","02","34","01","01","01","05","02","02","02","02","01","33","99","99","  ","01","05","05","05",                               ,"1984","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           84.38,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        259640,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          3077,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            20,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          2018,"02-May-2007" 
"1220009","03","34","01","01","01","05","02","02","02","02","01","33","99","99","  ","01","05","05","05",                               ,"1984","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           84.38,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        230860,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          2736,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            20,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          1178,"17-Dec-2003" 
"1220064","01","11","03","01","01","01","02","02","01","02","01","33","99","02","01","01","05","05","05",                               ,"1977","    ","    "," ",                           66.00,"84",                                ,"  ",                          100.00,"11",                                ,"  ",                          100.00,"11",                                ,"  ",                          100.00,"11",                                ,"  ",                                ,"  ",                                ,"  ",                           29.91,                                ,                           85.50,                                ,                           68.40,                                ,                           68.40,                                ,                                ,                                ,                        537810,                              ,                       2329360,                              ,                       1863490,                              ,                       1863490,                              ,                              ,                              ,"AC1 ",                         81732,                              ,                        326930,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         27244,                              ,                       5606075,                       3924253,                              ,                              ,                              ,                              ,                            1.00,"  ",                            25,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5614,"06-Nov-2018" 
"1220064","02","11","03","01","01","01","02","02","01","02","01","33","99","02","01","01","05","05","05",                               ,"1977","    ","    "," ",                           66.00,"84",                                ,"  ",                          100.00,"11",                                ,"  ",                          100.00,"11",                                ,"  ",                          100.00,"11",                                ,"  ",                                ,"  ",                                ,"  ",                           29.91,                                ,                           85.50,                                ,                           68.40,                                ,                           68.40,                                ,                                ,                                ,                        537810,                              ,                       2329360,                              ,                       1863490,                              ,                       1863490,                              ,                              ,                              ,"AC1 ",                         81732,                              ,                        326930,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         27244,                              ,                       5606075,                       3924253,                              ,                              ,                              ,                              ,                            1.00,"  ",                            25,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5615,"06-Nov-2018" 
"1220064","03","11","03","01","01","01","02","02","01","02","01","33","  ","99","01","01","05","05","05",                               ,"1977","    ","    "," ",                           66.00,"84",                                ,"  ",                          100.00,"11",                                ,"  ",                          100.00,"11",                                ,"  ",                          100.00,"11",                                ,"  ",                                ,"  ",                                ,"  ",                           29.91,                                ,                           85.50,                                ,                           68.40,                                ,                           68.40,                                ,                                ,                                ,                        537810,                              ,                       2329360,                              ,                       1863490,                              ,                       1863490,                              ,                              ,                              ,"AC1 ",                         81732,                              ,                        326930,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         27244,                              ,                       5606075,                       3924253,                              ,                              ,                              ,                              ,                            1.00,"  ",                            25,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5616,"06-Nov-2018" 
"1240004","01","31","03","01","01","01","02","02","01","01","01","33","  ","04","  ","01","05","05","05",                               ,"1955","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"31",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          107.89,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        322270,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          2987,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            15,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          2868,"09-Oct-2008" 
"1240025","01","53","01","01","01","01","02","02","02","02","01","30","  ","04","  ","01","05","05","05",                               ,"1972","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"53",                                ,"  ",                          103.00,"53",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          130.45,                                ,                          104.36,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        254380,                              ,                        209660,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          1950,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            35,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                           898,"30-Sep-2003" 
"1300075","01","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ",                               ,"    ","    ","    "," ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                                ,"  ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                              ,"           " 
"1300075","02","34","02","09","05","01","02","01","08","02","02","53","  ","  ","  ","01","  ","  ","  ",                               ,"2021","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           93.75,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                       1148060,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         12246,                              ,                       1437950,                       1006570,                              ,                              ,                              ,                              ,                            1.00,"  ",                            25,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          6163,"23-Sep-2021" 
"1300075","03","34","02","09","05","01","02","01","08","02","02","53","  ","  ","  ","01","05","05","  ",                               ,"    ","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           93.75,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                       1535060,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         16374,                              ,                       1922660,                       1345860,                              ,                              ,                              ,                              ,                            1.00,"  ",                            25,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          6164,"23-Sep-2021" 
"1300101","01","21","01","01","01","01","02","02","07","02","01","40","  ","04","  ","01","05","05","05",                               ,"1998","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"21",                                ,"  ",                           90.00,"21",                                ,"  ",                           90.00,"21",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          104.80,                                ,                           83.84,                                ,                           83.84,                                ,                                ,                                ,                              ,                              ,                       3689380,                              ,                       2656390,                              ,                       2656390,                              ,                              ,                              ,"EL1 ",                              ,                             2,                        100000,"CP7 ",                          3252,                              ,                         72360,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         35204,                              ,                      10403906,                       7282734,                              ,                              ,                              ,                              ,                            1.00,"  ",                            10,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5587,"18-Oct-2018" 
"1610200","01","53","01","01","01","01","02","02","01","02","01","37","  ","01","03","01","05","05","  ",                               ,"1985","    ","    "," ",                           50.00,"82",                           18.00,"86",                          100.00,"53",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           88.89,                           29.91,                          130.45,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                        172540,                         20910,                        506280,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          3881,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            10,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          3070,"03-Apr-2009" 
"1610200","02","44","01","01","01","01","98","01","  ","  ","01","37","  ","99","  ","  ","05","05","05",                               ,"1985","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"44",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           52.93,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        246440,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          4656,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            10,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          1084,"12-Mar-2001" 
