"PROP   ","CARD#","1TYPE","1WIDTH                        ","1LENGTH                       ","1AREA                         ","1RATE                           ","1YEAR","1COND","1RCN                          ","1DEPR                         ","1RCNLD                        ","1_ID      ","2TYPE","2WIDTH                        ","2LENGTH                       ","2AREA                         ","2RATE                           ","2YEAR","2COND","2RCN                          ","2DEPR                         ","2RCNLD                        ","2_ID      ","3TYPE","3WIDTH                        ","3LENGTH                       ","3AREA                         ","3RATE                           ","3YEAR","3COND","3RCN                          ","3DEPR                         ","3RCNLD                        ","3_ID      ","4TYPE","4WIDTH                        ","4LENGTH                       ","4AREA                         ","4RATE                           ","4YEAR","4COND","4RCN                          ","4DEPR                         ","4RCNLD                        ","4_ID      ","5TYPE","5WIDTH                        ","5LENGTH                       ","5AREA                         ","5RATE                           ","5YEAR","5COND","5RCN                          ","5DEPR                         ","5RCNLD                        ","5_ID      ","6TYPE","6WIDTH                        ","6LENGTH                       ","6AREA                         ","6RATE                           ","6YEAR","6COND","6RCN                          ","6DEPR                         ","6RCNLD                        ","6_ID      ","7TYPE","7WIDTH                        ","7LENGTH                       ","7AREA                         ","7RATE                           ","7YEAR","7COND","7RCN                          ","7DEPR                         ","7RCNLD                        ","7_ID      ","8TYPE","8WIDTH                        ","8LENGTH                       ","8AREA                         ","8RATE                           ","8YEAR","8COND","8RCN                          ","8DEPR                         ","8RCNLD                        ","8_ID      ","9TYPE","9WIDTH                        ","9LENGTH                       ","9AREA                         ","9RATE                           ","9YEAR","9COND","9RCN                          ","9DEPR                         ","9RCNLD                        ","9_ID      ","ATYPE","AWIDTH                        ","ALENGTH                       ","AAREA                         ","ARATE                           ","AYEAR","ACOND","ARCN                          ","ADEPR                         ","ARCNLD                        ","A_ID      ","BTYPE","BWIDTH                        ","BLENGTH                       ","BAREA                         ","BRATE                           ","BYEAR","BCOND","BRCN                          ","BDEPR                         ","BRCNLD                        ","B_ID      ","CTYPE","CWIDTH                        ","CLENGTH                       ","CAREA                         ","CRATE                           ","CYEAR","CCOND","CRCN                          ","CDEPR                         ","CRCNLD                        ","C_ID      ","TPOOLS                        ","TTENNIS                       ","TSHEDS                        ","FLAG","TSEQ                          ","DLC        " 
"2360033","01","RS1 ",                            10,                            12,                           120,                           20.00,"2010","C   ",                          2400,                            50,                          1200,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                          7526,"03-Aug-2010" 
"2370025","01","RS1 ",                             9,                            19,                           171,                           20.00,"1989","C   ",                          3420,                            50,                          1710,"          ","RP1 ",                            18,                            40,                           720,                           38.76,"1989","C   ",                         27907,                            50,                         13950,"          ","AB2 ",                            28,                            30,                           840,                           25.00,"1999","B   ",                         26460,                            50,                         13230,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                             1,                              ,                             1,"  ",                           284,"18-May-2000" 
"2380015","01","RS1 ",                            10,                            16,                           160,                           20.00,"2020","C   ",                          3200,                            50,                          1600,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         14657,"22-Oct-2020" 
"2380018","01","RS1 ",                            19,                            32,                           608,                           20.00,"    ","C   ",                         12160,                            50,                          6080,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             2,"  ",                         11264,"28-Aug-2014" 
"2380021","01","RS1 ",                            10,                            16,                           160,                           20.00,"2020","C   ",                          3200,                            50,                          1600,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         14653,"22-Oct-2020" 
"2380023","01","RS1 ",                             8,                            10,                            80,                           20.00,"2004","C   ",                          1600,                            50,                           800,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                          2042,"24-Aug-2004" 
"2380025","01","RP1 ",                            18,                            36,                           648,                           38.76,"    ","C   ",                         25116,                            50,                         12600,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                             1,                              ,                              ,"  ",                         14755,"22-Oct-2020" 
"2390014","01","RS1 ",                            12,                            12,                           144,                           20.00,"1991","C   ",                          2880,                            50,                          1440,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             2,"  ",                          5964,"10-Dec-2008" 
"2390016","01","RG2 ",                            22,                            24,                           528,                           39.90,"    ","C   ",                         21067,                            50,                         10530,"          ","RS1 ",                            10,                            10,                           100,                           20.00,"    ","C   ",                          2000,                            50,                          1000,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             1,"  ",                              ,"           " 
"2400060","01","RP5 ",                            16,                            36,                           576,                           71.50,"2021","A   ",                         63835,                            50,                         31900,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         15415,"29-Oct-2021" 
"2420009","01","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                             1,                              ,                              ,"  ",                         15502,"26-Apr-2022" 
"2420012","01","RS1 ",                            10,                            14,                           140,                           20.00,"2021","C   ",                          2800,                            50,                          1400,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         15452,"02-Dec-2021" 
"2430005","01","RS1 ",                             8,                            12,                            96,                           20.00,"2006","C   ",                          1920,                            50,                           960,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                          4203,"08-May-2006" 
"2430007","01","RS1 ",                             6,                             8,                            48,                           20.00,"    ","D   ",                           749,                            50,                           370,"          ","RS1 ",                             4,                             8,                            48,                           20.00,"    ","D   ",                           749,                            50,                           370,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             2,"  ",                              ,"           " 
"2430009","01","RG1 ",                            20,                            24,                           480,                           31.53,"    ","C   ",                         15134,                            50,                          7570,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                              ,"           " 
